"INSEE";"Appellation courante";"Date de protection";"Statut"
"68156";"Ancienne préceptorerie des Antonins, actuellement Maison Saint-Michel";"1988";"propriété d'une association cultuelle"
"68156";"Filature Gast";"2005";"propriété de la commune"
"68157";"Eglise protestante Saint-Martin";"1996";"propriété de la commune"
"68159";"Eglise catholique Sainte-Marie-Auxiliatrice, dite basilique Notre-Dame-de-Thierenbach";"1982";"propriété de la commune"
"68159";"Cimetière israélite";"1991";"propriété d'une association cultuelle"
"68161";"Ancienne cour noble des Rathsamhausen, dite Schlössle";"1990";"propriété privée"
"68161";"Château de Wineck";"1984";"propriété d'une société privée ; propriété privée"
"68162";"Tour dite de l'Hôpital";"1932";"propriété de la commune"
"68162";"Ancienne maison Huffel";"1994";"propriété de la commune"
"68162";"Hôtel de ville";"1990";"propriété de la commune"
"68162";"Ancien grenier de la dîme";"1994";"propriété privée"
"68162";"Maison";"1932";"propriété de la commune"
"68162";"Croix du cimetière";"1995";"propriété de la commune"
"68162";"Maison dite maison Keith";"1946";"propriété privée"
"68162";"Maison Brief-Faller";"1913";"propriété privée"
"68162";"Immeuble";"1991";"propriété de la commune"
"68162";"Chapelle Saint-Michel et son ossuaire (chapelle inférieure)";"1967";"propriété de la commune"
"68162";"Maison";"1946";"propriété privée"
"68162";"Edicule dit galerie du Mont-des-Oliviers";"1988";"propriété de la commune"
"68162";"Chapelle de l'Oberhof dite Notre-Dame du Scapulaire";"1946";"propriété privée"
"68162";"Tour dite Kesslerturm";"1932";"propriété de la commune"
"68162";"Pont sur la Weiss et sa chapelle";"1932";"propriété de la commune"
"68162";"Maison Hoffner (ou Haffner)";"1946";"propriété privée"
"68162";"Ancien monastère";"1946";"propriété de la commune"
"68162";"Eglise catholique de l'Invention de la Sainte-Croix";"1932";"propriété de la commune"
"68162";"Tour dite Obertorturm";"1932";"propriété de la commune"
"68162";"Fontaine Constantin, située devant l'église";"1932";"propriété de la commune"
"68162";"Chapelle Saint-Wolfgang";"1932";"propriété d'une société privée"
"68162";"Immeuble";"1985";"propriété privée"
"68162";"Immeuble";"1946";"propriété privée"
"68162";"Ancienne maison des Bains";"1921";"propriété de la commune"
"68162";"Maison";"1932";"propriété privée"
"68162";"Château dit Schlossberg et enceinte";"1841";"propriété de la commune ; propriété privée"
"68162";"Tour dite des Sorcières dans le jardin de l'Hôtel Chambord";"1932";"propriété de la commune"
"68162";"Couvent d'Alspach";"1898";"propriété d'une association"
"68163";"Ecluse de Kembs-Niffer";"2005";"propriété de l'Etat"
"68169";"Vestiges d'une installation de bain romaine";"1907";"propriété privée"
"68173";"Ruines du château de Hohenack (petit Honack)";"1905";"propriété de l'Etat"
"68174";"Fontaine publique";"1984";"propriété de la commune"
"68175";"Champ de bataille de la Tête-des-Faux (également sur commune de Le Bonhomme)";"1932";"propriété de l'Etat"
"68175";"Eglise catholique Sainte-Odile";"1992";"propriété de la commune"
"68177";"Eglise catholique Saint-Jean-Baptiste";"1898";"propriété de la commune"
"68177";"Ancien bâtiment conventuel";"1994";"propriété de la commune"
"68180";"Ancienne abbaye";"1924";"propriété de la commune"
"68182";"Ruines du château de Landskron";"1923";"propriété privée"
"68185";"Cimetière";"1934";"propriété de la commune"
"68190";"Ancienne abbaye cistercienne de Lucelle";"1996";"propriété d'une association"
"68194";"Ancien tribunal";"1987";"propriété privée"
"68198";"Maison dîmière";"2022";"propriété privée"
"68201";"Maison";"1987";"propriété privée"
"68201";"Hôtel de ville";"1937";"propriété de la commune"
"68201";"Fontaine";"1937";"propriété de la commune"
"68201";"Ancienne abbaye";"1898";"propriété de la commune"
"68201";"Maison";"1937";"propriété privée"
"68201";"Maison";"1937";"propriété privée"
"68201";"Maison";"1937";"propriété privée"
"68201";"Eglise catholique Saint-Martin";"1937";"propriété de la commune"
"68201";"Vestiges de l'ancienne cour noble Capplerhof (ancienne tannerie Chagué)";"1987";"propriété privée"
"68201";"Fontaine située au croisement de la rue du Maréchal-Foch et de la rue Houppach";"1937";"propriété de la commune"
"68203";"Eglise catholique Saints-Pierre-et-Paul";"1973";"propriété de la commune"
"68205";"Eglise catholique Saints-Pierre-et-Paul";"1984";"propriété de la commune"
"68205";"Motte castrale";"1985";"propriété privée"
"68209";"Ancienne cour domaniale de l'abbaye de Pairis, dite Domaine du Bouxhof";"1996";"propriété privée"
"68217";"Cimetière militaire";"1923";"propriété de l'Etat"
"68224";"Chapelle Saint-Jean";"1893";"propriété de la commune"
"68224";"Temple réformé Saint-Etienne";"1995";"propriété de la commune"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Eglise catholique Saint-Etienne de Mulhouse";"2007";"propriété de la commune"
"68224";"Cour des Chaînes";"1981";"propriété de la commune"
"68224";"Statue monumentale dite Schweissdissi";"2008";"propriété de la commune"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Ancien hôtel de ville, actuellement Musée historique";"1929";"propriété de la commune"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Anciennes fortifications";"1898";"propriété de la commune"
"68224";"Immeuble bordant le square de la Bourse et la place de la République";"1986";"propriété d'une société privée"
"68224";"Immeubles bordant le square de la Bourse";"1986";"propriété d'une société privée"
"68224";"Eglise médiévale Saint-Etienne";"1992";"propriété de la commune"
"68224";"Ancienne maison Mieg";"1929";"propriété d'une société privée"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Immeuble";"1985";"propriété d'une association"
"68224";"Synagogue";"1984";"propriété d'une association"
"68224";"Tribunal de Grande Instance";"1992";"propriété de l'Etat"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Immeuble dit Bâtiment annulaire";"2006";"propriété privée ; propriété de la commune"
"68224";"Immeubles bordant la place de la République";"1986";"propriété privée"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Immeuble bordant la place de la République";"1986";"propriété d'une société privée"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Immeuble bordant la place de la République";"1986";"propriété privée"
"68224";"Réfectoire de l'usine DMC";"2015";"propriété privée"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété privée"
"68224";"Tribunal d'Instance";"1987";"propriété de l'Etat"
"68224";"Tour du Diable";"1929";"propriété de la commune"
"68224";"Etablissements de bains dits Bains municipaux";"2008";"propriété de la commune"
"68224";"Immeuble bordant le square de la Bourse";"1986";"propriété de la commune ; propriété d'une société privée ; propriété privée"
"68224";"Immeubles entourant le square de la Bourse";"1986";"propriété d'une société privée"
"68224";"Cour de Lorraine";"1981";"propriété de la commune"
"68224";"Eglise catholique Sainte-Jeanne-d'Arc";"1990";"propriété privée"
"68226";"Fontaine";"1985";"propriété de la commune"
"68226";"Ancienne abbaye bénédictine Saint-Grégoire";"1990";"propriété de la commune"
"68226";"Ancien hôtel de ville";"1928";"propriété de la commune"
"68226";"Ancienne orangerie des Hartmann";"1990";"propriété de la commune"
"68226";"Bâtiment dit la Laub";"1991";"propriété de la commune"
"68226";"Immeuble";"1985";"propriété de la commune"
"68227";"Eglise protestante";"1898";"propriété de la commune"
"68229";"Ancienne abbaye";"1841";"propriété de la commune ; propriété privée"
"68229";"Ancienne métairie de l'abbaye de Murbach dite le Schaeferhof";"1993";"propriété privée"
"68231";"Maison d'officiers";"1932";"propriété de l'Etat"
"68231";"Porte du Fort Mortier";"1932";"propriété de l'Etat"
"68231";"Ancien hôtel du Gouvernement";"1932";"propriété de l'Etat"
"68231";"Ancienne caserne dite caserne Suzonni";"1989";"propriété de la commune"
"68231";"Maison";"1932";"propriété privée"
"68231";"Ancienne caserne, dite Caserne Serano";"1989";"propriété de la commune"
"68231";"Maison des Lieutenants du Roi";"1932";"propriété privée"
"68231";"Mairie";"1932";"propriété de la commune"
"68231";"Maison Grünwasser";"1932";"propriété privée"
"68231";"Remparts";"1932";"propriété privée ; propriété de la commune"
"68231";"Ancien arsenal";"1932";"propriété de l'Etat"
"68231";"Place d'Armes Général-de-Gaulle (anciennement Place Centrale)";"1939";NA
"68231";"Eglise catholique Saint-Louis";"1939";"propriété de la commune"
"68234";"Eglise catholique Sainte-Agathe";"1995";"propriété de la commune"
"68235";"Ancienne ferme";"1999";"propriété privée"
"68235";"Eglise catholique Sainte-Lucie";"2000";"propriété de la commune"
"68237";"Maison";"1932";"propriété privée"
"68237";"Eglise catholique Saint-Gall";"1993";"propriété de la commune"
"68237";"Maison";"2004";"propriété privée"
"68242";"Stèle géodésique";"1979";"propriété de l'Etat"
"68243";"Ferme dite de la Vacherie";"2007";"propriété privée"
"68243";"Ruines du château de Morimont";"1841";"propriété privée"
"68244";"Eglise catholique Saints-Philippe-et-Jacques";"1934";"propriété de la commune"
"68244";"Eglise catholique Saints-Philippe-et-Jacques";"1996";"propriété de la commune"
"68245";"Eglise catholique Saint-Sébastien";"1999";"propriété de la commune"
"68248";"Chapelle Saint-Brice";"2006";"propriété de la commune"
"68248";"Chapelle Saint-Martin (chapelle du cimetière)";"1991";"propriété de la commune"
"68249";"Cimetière Duchêne";"1930";NA
"68249";"Ancienne abbaye de Pairis";"1929";"propriété de la commune"
"68249";"Champ de bataille du Linge";"1932";NA
"68250";"Fontaine";"1934";"propriété de la commune"
"68250";"Ancien château";"1988";"propriété privée"
"68251";"Eglise catholique Saint-Etienne";"1976";"propriété de la commune"
"68252";"Vestiges du relais de poste";"1988";"propriété de la commune"
"68253";"Chapelle Sainte-Anne du prieuré Saint-Bernard";"2015";"propriété d'une association cultuelle"
"68253";"Abbaye";"1841";"propriété de la commune"
"68253";"Maison";"1977";"propriété privée"
"68254";"Vestiges du château de Butenheim";"1964";"propriété d'une société privée"
"68255";"Grand calvaire du cimetière";"2000";"propriété de la commune"
"68255";"Chapelle de pèlerinage Notre-Dame du Schauenberg";"2000";"propriété de la commune"
"68255";"Eglise catholique Saint-Martin";"1840";"propriété de la commune"
"68266";"Eglise catholique Saint-Etienne";"1988";"propriété de la commune"
"68267";"Couvent d'Oelenberg";"1992";"propriété d'une association"
"68267";"Monument funéraire de Catherine Kos";"1992";"propriété de la commune"
"68269";"Maison dite des Ménétriers";"1927";"propriété de la commune"
"68269";"Ancienne église des Augustins, dite de la Providence";"1932";"propriété d'une association"
"68269";"Jardin du Château Bas des Ribeaupierre, dit Jardin de l'Hôpital ou Jardin du Diaconat";"1997";"propriété d'un établissement public"
"68269";"Eglise catholique Saint-Grégoire";"1994";"propriété de la commune"
"68269";"Fontaine";"1932";"propriété de la commune"
"68269";"Enceintes fortifiées urbaines";"1993";"propriété de la commune ; propriété d'une société privée ; propriété privée"
"68269";"Maison";"1932";"propriété privée"
"68269";"Hôpital";"1898";"propriété de la commune"
"68269";"Sanctuaire Notre-Dame de Dusenbach";"2007";"propriété privée"
"68269";"Fontaine";"1932";"propriété de la commune"
"68269";"Fontaine dite du Cerf, adossée à l'immeuble";"1932";"propriété de la commune"
"68269";"Maison";"1932";"propriété privée"
"68269";"Maison";"1932";"propriété privée"
"68269";"Maison";"1932";"propriété privée"
"68269";"Châteaux de Guirsberg, de Haut-Ribeaupierre et de Saint-Ulrich";"1841";"propriété de la commune"
"68269";"Hôtel de ville";"1932";"propriété de la commune"
"68277";"Ancienne cour des Evêques de Strasbourg";"1988";"propriété privée"
"68277";"Maison";"1930";"propriété privée"
"68277";"Ancien hôpital";"1930";"propriété privée ; propriété de la commune"
"68277";"Abbaye d'Autrey";"1994";"propriété d'une société privée"
"68277";"Maison Dissler";"1930";"propriété d'une société privée"
"68277";"Immeuble";"1937";"propriété privée"
"68277";"Maison";"1930";"propriété privée"
"68277";"Maison";"1984";"propriété privée"
"68277";"Maison";"1981";"propriété de la commune"
"68277";"Maison";"1930";"propriété privée"
"68277";"Puits dit des Juifs, situé à l'angle de la rue Hederich";"1930";"propriété de la commune"
"68277";"Ancien Hôtel de Berkheim";"1930";"propriété privée"
"68277";"Ensemble de maisons";"1997";"propriété privée"
"68277";"Maison";"1930";"propriété privée"
"68277";"Ruines du château de Reichenstein";"1990";"propriété de la commune"
"68277";"Anciennes fortifications";"1900";"propriété de la commune ; propriété privée ; propriété d'une association"
"68277";"Maison";"1930";"propriété privée"
"68277";"Maison";"1930";"propriété privée"
